ens_gene	Symbol	Uniq_syms	entrez	Gene_name	NTC2	NTC3	NTC4	NTC5	sgUgcg1	sgUgcg2	sgUgcg5
ENSMUSG00000103509.1	NA	ENSMUSG00000103509.1	NA	NA	7.853752638581834	7.943636785759976	8.145545395003573	8.06315601967716	8.006614791506179	7.875494740462674	7.80539123767687
ENSMUSG00000048538.7	NA	ENSMUSG00000048538.7	NA	NA	7.397857456800606	7.671964834603098	7.397857456800606	7.612618131970887	7.728345360807723	7.660304578594714	7.500058611746718
ENSMUSG00000097797.6	NA	ENSMUSG00000097797.6	NA	NA	7.84100939774605	7.671964834603098	7.742939273881218	7.89945086839826	7.728345360807723	7.783552420143355	7.80539123767687
ENSMUSG00000084353.1	NA	ENSMUSG00000084353.1	NA	NA	7.505735499194145	7.59182617858982	7.597406715023039	7.505312127908469	7.574786282696423	7.583563355273468	7.500058611746718
ENSMUSG00000103933.1	NA	ENSMUSG00000103933.1	NA	NA	7.505735499194145	7.556271972037039	7.513128471779956	7.505312127908469	7.647916299609735	7.505124134298404	7.647937274488109
ENSMUSG00000076135.1	NA	ENSMUSG00000076135.1	NA	NA	7.613463113237659	7.59182617858982	7.628216026979134	7.612618131970887	7.647916299609735	7.660304578594714	7.626195572137776
ENSMUSG00000061024.8	Rrs1	Rrs1	59014	ribosome biogenesis regulator 1	10.084312431859251	10.07729055195189	10.159916511951227	10.091323767759764	10.009770287746454	10.250009244852457	10.202698097080473
ENSMUSG00000025911.14	Adhfe1	Adhfe1	76187	alcohol dehydrogenase, iron containing, 1	7.613463113237659	7.75137594333099	7.742939273881218	7.8880293657387295	7.728345360807723	7.768505528747197	7.6865047423723425
ENSMUSG00000079671.8	NA	ENSMUSG00000079671.8	NA	NA	7.720891747974023	7.50990155704174	7.560831985692123	7.637911923821102	7.397857456800606	7.583563355273468	7.574801141964904
ENSMUSG00000025912.16	Mybl1	Mybl1	17864	myeloblastosis oncogene-like 1	7.8661380981596585	7.896573007606278	7.947494793213015	8.010662950760857	7.847401071993158	7.863505913840764	7.972312888424468
ENSMUSG00000045210.8	Vcpip1	Vcpip1	70675	valosin containing protein (p97)/p47 complex interacting protein 1	10.807504081073102	11.210593107060498	10.966772378281323	10.95857437255945	11.025748554945	11.005962460973722	10.841419080358039
ENSMUSG00000097893.8	NA	ENSMUSG00000097893.8	NA	NA	7.638855987923466	7.64814465777514	7.397857456800606	7.583888520304295	7.523004203990857	7.505124134298404	7.542361526480961
ENSMUSG00000025915.14	Sgk3	Sgk3	170755	serum/glucocorticoid regulated kinase 3	9.728089713878047	9.623360869133663	9.590868023307324	9.594682558903877	9.842935580769145	9.805747344785155	9.753472653624677
ENSMUSG00000046334.4	Gm6195	Gm6195	108167613	predicted pseudogene 6195	7.613463113237659	7.64814465777514	7.513128471779956	7.637911923821102	7.647916299609735	7.397857456800606	7.626195572137776
ENSMUSG00000046101.16	Mcmdc2	Mcmdc2	240697	minichromosome maintenance domain containing 2	7.754820548759854	7.857990495557382	7.742939273881218	7.736956390647564	7.811632762822896	7.736365568756209	7.853119178471582
ENSMUSG00000098234.7	Snhg6	Snhg6	73824	small nucleolar RNA host gene 6	9.680462713715263	9.474777329313762	9.485102319113704	9.449339162261689	9.409887824048997	9.402488390500993	9.46709244856603
ENSMUSG00000093178.1	Snord87	Snord87	266793	small nucleolar RNA, C/D box 87	7.720891747974023	7.64814465777514	7.628216026979134	7.660763482872843	7.6773445870219925	7.838516220640942	7.765431013230753
ENSMUSG00000025917.9	Cops5	Cops5	26754	COP9 signalosome subunit 5	10.938426083761588	10.781504614225973	10.836644472126908	10.805743212967023	10.817521707522618	10.881427516448188	10.869341740274972
ENSMUSG00000056763.16	Cspp1	Cspp1	211660	centrosome and spindle pole associated protein 1	10.799050551693723	11.113992025334639	10.884676529418835	10.943457791949905	10.982647985416012	10.877106428447522	10.795705596613635
ENSMUSG00000102356.1	NA	ENSMUSG00000102356.1	NA	NA	7.505735499194145	7.693853359503846	7.397857456800606	7.505312127908469	7.574786282696423	7.583563355273468	7.602131826671353
ENSMUSG00000067851.11	Arfgef1	Arfgef1	211673	ADP ribosylation factor guanine nucleotide exchange factor 1	11.87395067547936	12.07072034098992	11.990178441986215	12.092994392636854	11.946361695441695	11.741380993437271	11.745946261161212
ENSMUSG00000088153.1	NA	ENSMUSG00000088153.1	NA	NA	7.584620802933771	7.768538626319328	7.679838674453708	7.612618131970887	7.703924954815738	7.681267856379083	7.602131826671353
ENSMUSG00000102556.1	NA	ENSMUSG00000102556.1	NA	NA	8.02215335480205	8.04588390297464	8.064236343858937	8.028677560673701	7.9260221818065375	7.961989210236303	7.7361158966033425
ENSMUSG00000103825.1	NA	ENSMUSG00000103825.1	NA	NA	7.584620802933771	7.50990155704174	7.560831985692123	7.583888520304295	7.397857456800606	7.505124134298404	7.542361526480961
ENSMUSG00000042414.7	Prdm14	Prdm14	383491	PR domain containing 14	7.584620802933771	7.671964834603098	7.513128471779956	7.397857456800606	7.397857456800606	7.505124134298404	7.500058611746718
ENSMUSG00000005886.14	Ncoa2	Ncoa2	17978	nuclear receptor coactivator 2	11.488661063815986	11.88136941222271	11.676701501110271	11.688878543733036	11.698248807982077	11.465989850048276	11.487248724645386
ENSMUSG00000103506.1	NA	ENSMUSG00000103506.1	NA	NA	8.48302536173607	8.799069220463725	8.42638543525997	8.52180673240759	8.451195573124972	8.591523258056249	8.258431593225586
ENSMUSG00000103495.1	NA	ENSMUSG00000103495.1	NA	NA	8.181125226782678	8.398694103174602	8.233420976819477	8.095821076844292	8.130567580653961	7.961989210236303	7.935649074605715
ENSMUSG00000099183.1	NA	ENSMUSG00000099183.1	NA	NA	7.550384546626172	7.397857456800606	7.513128471779956	7.505312127908469	7.647916299609735	7.397857456800606	7.574801141964904
ENSMUSG00000102639.1	NA	ENSMUSG00000102639.1	NA	NA	7.754820548759854	7.908763189247968	7.742939273881218	7.681763189551632	7.728345360807723	7.736365568756209	7.989752153956337
ENSMUSG00000104170.1	NA	ENSMUSG00000104170.1	NA	NA	7.720891747974023	8.036437814158091	8.003519143395323	7.8392829008831315	7.792498756325475	7.783552420143355	7.87514403239599
ENSMUSG00000103085.1	NA	ENSMUSG00000103085.1	NA	NA	9.029234646897757	9.362902570871757	9.313376446700323	9.3289805308296625	9.173841845982501	8.979589021373855	8.658451409966494
ENSMUSG00000102664.1	NA	ENSMUSG00000102664.1	NA	NA	9.333361455610614	9.756852199043884	9.626364432307552	9.6798841179788	9.525080276145733	9.460512409346485	9.380030304993058
ENSMUSG00000025935.10	Tram1	Tram1	72265	translocating chain-associating membrane protein 1	14.54389118128004	14.275256228290566	14.317268567294331	14.359848891755185	14.437587738529249	14.479517761857226	14.600526089247959
ENSMUSG00000025937.6	Lactb2	Lactb2	212442	lactamase, beta 2	10.62715118264002	10.574238408858115	10.75278831192003	10.693311253085403	10.521266273007148	10.62602986451368	10.541941028233197
ENSMUSG00000102982.1	NA	ENSMUSG00000102982.1	NA	NA	8.511910830455442	8.381120960259212	8.599309638525835	8.672357321840387	8.310945366913515	8.556395239732398	8.590294099565522
ENSMUSG00000054493.2	NA	ENSMUSG00000054493.2	NA	NA	7.878193477113077	8.026840591332324	8.101625986339034	7.962965908188283	8.031087939549003	7.89858163412914	8.039078509520209
ENSMUSG00000025930.6	Msc	Msc	17681	musculin	9.035036101214885	9.237520495055922	9.318620059287031	9.107354126829176	9.43826529305324	9.152265565294867	9.435603285418198
ENSMUSG00000103492.1	NA	ENSMUSG00000103492.1	NA	NA	7.853752638581834	7.7333180025088994	7.871133419211722	7.637911923821102	7.751054197198422	7.719067756806865	7.75108374992603
ENSMUSG00000081201.1	NA	ENSMUSG00000081201.1	NA	NA	7.738286905345892	7.714211486746542	7.812158506425377	7.784224684502525	7.792498756325475	7.875494740462674	7.79253173617203
ENSMUSG00000082193.1	Rpl5-ps1	Rpl5-ps1	665407	ribosomal protein L5, pseudogene 1	9.454229098299903	8.894800430363581	9.147777090057188	9.264201092026262	9.042048655404939	9.015046966719176	8.905346893773277
ENSMUSG00000032769.5	Trpa1	Trpa1	277328	transient receptor potential cation channel, subfamily A, member 1	7.827876542683809	7.556271972037039	7.628216026979134	7.637911923821102	7.6773445870219925	7.397857456800606	7.602131826671353
ENSMUSG00000073737.3	Gm10566	Gm10566	100039959	glyceraldehyde-3-phosphate dehydrogenase pseudogene	7.613463113237659	7.556271972037039	7.397857456800606	7.549786225220461	7.523004203990857	7.397857456800606	7.542361526480961
ENSMUSG00000025925.14	Terf1	Terf1	21749	telomeric repeat binding factor 1	11.77038240653212	11.929305802136163	11.677653149250524	11.732499311525602	11.829170009304287	11.753542861854525	11.717139016477658
ENSMUSG00000104379.1	NA	ENSMUSG00000104379.1	NA	NA	7.6828786791914965	7.671964834603098	7.679838674453708	7.7196286429338254	7.647916299609735	7.612242922422099	7.667918369065768
ENSMUSG00000032719.4	Sbspon	Sbspon	226866	somatomedin B and thrombospondin, type 1 domain containing	7.720891747974023	7.50990155704174	7.560831985692123	7.583888520304295	7.397857456800606	7.660304578594714	7.72044105261936
ENSMUSG00000043716.13	Rpl7	Rpl7	19989	ribosomal protein L7	14.64574195321339	14.302544647822979	14.325391940753859	14.298910170094958	14.270585474733798	14.120588315873873	14.018191780648278
ENSMUSG00000025921.7	Rdh10	Rdh10	98711	retinol dehydrogenase 10 (all-trans)	9.116103180333889	9.289193231288143	9.156760069441972	9.346890144269235	9.224776746111079	9.133978632843576	8.97579226693612
ENSMUSG00000025920.19	Stau2	Stau2	29819	staufen double-stranded RNA binding protein 2	7.934278014936343	7.8443623212587115	7.970597362191411	7.952907801955749	7.896121330943938	7.81197206862288	7.8178471098228135
ENSMUSG00000025939.18	Ube2w	Ube2w	66799	ubiquitin-conjugating enzyme E2W (putative)	10.139709007139176	10.138588862775944	10.005801810084124	10.026406264705507	9.948149156005195	9.987776727615564	10.072985458711965
ENSMUSG00000102457.1	NA	ENSMUSG00000102457.1	NA	NA	7.702487489879231	7.80063042544954	7.655337991803435	7.812693215854727	7.864227249252844	7.8871795452056785	7.647937274488109
ENSMUSG00000079658.9	Eloc	Eloc	67923	elongin C	12.554496056509102	12.230695213845618	12.193923626093046	12.207781585519056	12.285713065234955	12.256094595150335	12.227593359523423
ENSMUSG00000025940.6	Tmem70	Tmem70	70397	transmembrane protein 70	10.525187124849372	10.517538916716518	10.509243884860833	10.435397160183713	10.636421924728495	10.62602986451368	10.695139174719147
ENSMUSG00000025779.10	Ly96	Ly96	17087	lymphocyte antigen 96	9.091531476202498	8.97315254107831	9.254194987903158	9.27836836675782	9.257596833209105	9.046628529397776	9.19460526146297
ENSMUSG00000091020.3	Gm5828	Gm5828	545306	TOX high mobility group box family member 4 pseudogene	7.6617969387026665	7.50990155704174	7.597406715023039	7.397857456800606	7.647916299609735	7.397857456800606	7.626195572137776
ENSMUSG00000101589.1	NA	ENSMUSG00000101589.1	NA	NA	7.638855987923466	7.59182617858982	7.560831985692123	7.637911923821102	7.523004203990857	7.583563355273468	7.626195572137776
ENSMUSG00000100720.1	NA	ENSMUSG00000100720.1	NA	NA	7.770607366823893	7.768538626319328	7.723289460843621	7.736956390647564	7.523004203990857	7.8254561610572155	7.6865047423723425
ENSMUSG00000041859.10	Mcm3	Mcm3	17215	minichromosome maintenance complex component 3	10.928610355803546	11.01323181941682	10.925512306096833	10.991676615310208	10.928763542988156	11.058982606833574	11.032132888940138
ENSMUSG00000025931.15	Paqr8	Paqr8	74229	progestin and adipoQ receptor family member VIII	8.384944947223524	8.246416162974592	8.383739021459853	8.540240479411965	8.578369412202187	8.51993304503086	8.525452241007859
ENSMUSG00000041809.5	Efhc1	Efhc1	71877	EF-hand domain (C-terminal) containing 1	7.6828786791914965	7.59182617858982	7.597406715023039	7.701295803008223	7.397857456800606	7.719067756806865	7.542361526480961
ENSMUSG00000041779.5	Tram2	Tram2	170829	translocating chain-associating membrane protein 2	9.45216813462334	9.70835159530286	9.55872916825961	9.64151520807852	9.724306901725585	9.669668025381398	9.529598605814991
ENSMUSG00000025933.15	Tmem14a	Tmem14a	75712	transmembrane protein 14A	8.280345713182186	8.141404334466545	8.21049052118605	8.295310958435245	8.243913378638334	8.250408876675975	8.211188304328886
ENSMUSG00000102633.1	NA	ENSMUSG00000102633.1	NA	NA	7.584620802933771	7.556271972037039	7.560831985692123	7.505312127908469	7.523004203990857	7.583563355273468	7.500058611746718
ENSMUSG00000025936.15	NA	ENSMUSG00000025936.15	NA	NA	7.505735499194145	7.556271972037039	7.723289460843621	7.583888520304295	7.397857456800606	7.505124134298404	7.626195572137776
ENSMUSG00000028033.16	Kcnq5	Kcnq5	226922	potassium voltage-gated channel, subfamily Q, member 5	8.159562314939944	7.9656446538453105	8.136987623404249	8.205797661825224	8.243913378638334	8.183796889846366	8.186389042964748
ENSMUSG00000104138.1	NA	ENSMUSG00000104138.1	NA	NA	7.505735499194145	7.671964834603098	7.560831985692123	7.612618131970887	7.728345360807723	7.397857456800606	7.602131826671353
ENSMUSG00000082935.3	Gm7658	Gm7658	665489	eukaryotic translation initiation factor 3, subunit M pseudogene	8.248698527780766	8.180688778252733	8.101625986339034	8.276984317132209	8.099093032743097	8.155340405080125	8.1133255034507
ENSMUSG00000103748.1	NA	ENSMUSG00000103748.1	NA	NA	7.827876542683809	7.75137594333099	7.857122484222691	7.8392829008831315	7.751054197198422	7.719067756806865	7.75108374992603
ENSMUSG00000026158.11	Ogfrl1	Ogfrl1	70155	opioid growth factor receptor-like 1	9.163788054671716	8.932948004212744	9.165676905421954	9.139333807160215	9.083884417377803	9.101967872948537	9.201405316231666
ENSMUSG00000026156.8	B3gat2	B3gat2	280645	beta-1,3-glucuronyltransferase 2	8.304775765461248	8.628187485707343	8.49504604559184	8.359159840950712	8.342465536223116	8.437355691106522	8.355329347592088
ENSMUSG00000026155.13	Smap1	Smap1	98366	small ArfGAP 1	11.230516014848828	11.161821649808497	11.116582918821532	11.278064235125225	11.259363900772483	11.372795753114739	11.397841968801261
ENSMUSG00000026154.4	Sdhaf4	Sdhaf4	68002	succinate dehydrogenase complex assembly factor 4	10.080452940136487	9.581742913426583	9.736974397019045	9.664322018555593	9.621163666059555	9.917869339790458	9.874392930175242
ENSMUSG00000026153.15	Fam135a	Fam135a	68187	family with sequence similarity 135, member A	7.397857456800606	7.6217771517426725	7.679838674453708	7.660763482872843	7.397857456800606	7.505124134298404	7.397857456800606
ENSMUSG00000099997.1	Tubb4b-ps2	Tubb4b-ps2	665829	tubulin, beta 4B class IVB, pseudogene 2	7.505735499194145	7.556271972037039	7.560831985692123	7.397857456800606	7.523004203990857	7.612242922422099	7.6865047423723425
ENSMUSG00000100131.1	NA	ENSMUSG00000100131.1	NA	NA	7.584620802933771	7.80063042544954	7.702351545120504	7.7196286429338254	7.728345360807723	7.583563355273468	7.6865047423723425
ENSMUSG00000067736.2	Gm10222	Gm10222	100142658	predicted gene 10222	7.505735499194145	7.75137594333099	7.560831985692123	7.549786225220461	7.523004203990857	7.397857456800606	7.626195572137776
ENSMUSG00000101939.1	NA	ENSMUSG00000101939.1	NA	NA	7.638855987923466	7.693853359503846	7.761509898593477	7.637911923821102	7.703924954815738	7.583563355273468	7.647937274488109
ENSMUSG00000101111.1	NA	ENSMUSG00000101111.1	NA	NA	8.507158551397229	11.488697167208546	8.489517991240776	8.498244198677469	8.430507300268081	8.299795309910305	8.16721224073508
ENSMUSG00000100862.1	Atp6-ps	Atp6-ps	100503946	ATP synthase membrane subunit 6, pseudogene	8.362814144996609	8.30691534098092	8.170600994259484	9.409765928930545	9.326886651736034	8.244008462006272	8.180053995141288
ENSMUSG00000102070.1	NA	ENSMUSG00000102070.1	NA	NA	8.057262507346893	14.046200285834942	14.223536985625309	8.06315601967716	13.907711664939807	8.053587040803317	7.79253173617203
ENSMUSG00000101249.1	NA	ENSMUSG00000101249.1	NA	NA	8.36840116812427	8.239393061835269	8.153997905288417	8.13447000193752	8.19882863828208	8.053587040803317	8.217259070490295
ENSMUSG00000073725.8	Lmbrd1	Lmbrd1	68421	LMBR1 domain containing 1	11.268154779019355	11.089122984874292	11.118693302532522	11.199460382868455	11.371254996320934	11.257728997657956	11.375859571652413
ENSMUSG00000102659.1	NA	ENSMUSG00000102659.1	NA	NA	7.638855987923466	7.6217771517426725	7.397857456800606	7.397857456800606	7.397857456800606	7.549520545786097	7.602131826671353
ENSMUSG00000086240.4	NA	ENSMUSG00000086240.4	NA	NA	9.158581754528175	8.810551439039523	8.952195637427653	8.942375918788203	8.83007926437193	8.787023645327189	8.772700187181929
ENSMUSG00000099492.1	Gm5525	Gm5525	433283	eukaryotic translation elongation factor 1 gamma pseudogene	8.567148330961345	8.547918162011259	8.420419100818044	8.593504200777408	8.365341824803382	8.401020147768573	8.442144075907978
ENSMUSG00000048874.15	Phf3	Phf3	213109	PHD finger protein 3	11.184235216195983	11.38009309510706	11.147226587647896	11.092212599094195	11.15664179554413	11.007937418958473	10.97462435862816
ENSMUSG00000103783.1	NA	ENSMUSG00000103783.1	NA	NA	8.048674365125288	8.036437814158091	7.981788909970688	7.962965908188283	7.940329139471268	8.078526767524403	7.80539123767687
ENSMUSG00000104315.1	NA	ENSMUSG00000104315.1	NA	NA	8.09851959665179	8.326100803777416	8.33224244988461	8.212554987452759	8.099093032743097	8.162563107842589	7.989752153956337
ENSMUSG00000026064.16	Ptp4a1	Ptp4a1_ENSMUSG00000026064.16	19243	protein tyrosine phosphatase 4a1	7.814317188643171	8.840591458616299	7.857122484222691	8.00144170870118	7.847401071993158	8.856100914741875	7.9260661054679025
ENSMUSG00000117310.2	Ptp4a1	Ptp4a1_ENSMUSG00000117310.2	19243	protein tyrosine phosphatase 4a1	7.785738588016831	7.920657721624756	7.597406715023039	7.798718220229823	7.751054197198422	7.736365568756209	7.626195572137776
ENSMUSG00000070960.4	Gm19680	Gm19680	100503415	polyamine oxidase (exo-N4-amino) pseudogene	7.505735499194145	7.556271972037039	7.628216026979134	7.681763189551632	7.574786282696423	7.505124134298404	7.602131826671353
ENSMUSG00000026134.11	Prim2	Prim2	19076	DNA primase, p58 subunit	9.876608707809005	9.607661524553652	9.680847024719586	9.774427294272593	9.576528944223979	9.774202263935047	9.891763409590515
ENSMUSG00000101682.1	Gm29228	Gm29228	115487461	ubiquitin-40S ribosomal protein S27a pseudogene	7.550384546626172	7.59182617858982	7.513128471779956	7.397857456800606	7.574786282696423	7.397857456800606	7.602131826671353
ENSMUSG00000102714.1	NA	ENSMUSG00000102714.1	NA	NA	7.638855987923466	7.830290821826788	7.628216026979134	7.784224684502525	7.703924954815738	7.660304578594714	7.574801141964904
ENSMUSG00000103746.1	1700001G17Rik	1700001G17Rik	67503	RIKEN cDNA 1700001G17 gene	8.039963571738765	8.026840591332324	7.796009454743478	8.010662950760857	7.829898219628507	7.8871795452056785	7.87514403239599
ENSMUSG00000004768.14	Rab23	Rab23	19335	RAB23, member RAS oncogene family	9.09703571480191	9.091985015322805	9.079767564548243	9.22315735692291	9.053606204720374	9.09382958954406	8.884809934972287
ENSMUSG00000042215.8	Bag2	Bag2	213539	BCL2-associated athanogene 2	8.448133731481276	8.497366417330605	8.351926229049925	8.375753135576753	8.491202083724295	8.491628536699968	8.428261770256967
ENSMUSG00000042197.13	Zfp451	Zfp451	98403	zinc finger protein 451	10.834071122693357	11.177202636232575	10.873028910742882	10.977584149340114	11.154219112817284	10.910608196233584	10.89801660947869
ENSMUSG00000081402.4	Gm15455	Gm15455	433287	predicted gene 15455	7.702487489879231	7.64814465777514	7.597406715023039	7.583888520304295	7.614482390971379	7.583563355273468	7.626195572137776
ENSMUSG00000042182.16	Bend6	Bend6	320705	BEN domain containing 6	8.384944947223524	7.954754791458753	8.202686383354306	8.054717348732929	8.243913378638334	8.37410400600437	8.360389934931034
ENSMUSG00000026131.20	Dst	Dst	13518	dystonin	8.057262507346893	8.180688778252733	8.054531698120407	8.04616125576914	8.17038113182331	8.086625242344818	8.180053995141288
ENSMUSG00000101462.2	NA	ENSMUSG00000101462.2	NA	NA	7.785738588016831	7.75137594333099	7.992758813576805	7.942654790465073	7.829898219628507	7.81197206862288	7.8178471098228135
ENSMUSG00000102336.1	NA	ENSMUSG00000102336.1	NA	NA	7.994378532532615	8.073378460643054	8.218212812086843	8.330752465348398	8.20806768707845	8.000400348056822	8.039078509520209
ENSMUSG00000042111.9	Ccdc115	Ccdc115	69668	coiled-coil domain containing 115	10.763142519929085	10.32643200519834	10.469787115534047	10.456031624622772	10.369326520208404	10.617390489584926	10.594878912012089
ENSMUSG00000026127.13	Imp4	Imp4	27993	IMP4, U3 small nucleolar ribonucleoprotein	11.393357846355835	11.437551329798936	11.281918019097937	11.288406303954044	11.3174853040661	11.583268481210101	11.374474396596295
ENSMUSG00000026126.15	Ptpn18	Ptpn18	19253	protein tyrosine phosphatase, non-receptor type 18	11.925694538329179	11.347083285876778	11.352861897339785	11.335354344435283	11.3174853040661	11.411002811202883	11.343184212832796
ENSMUSG00000100280.2	NA	ENSMUSG00000100280.2	NA	NA	8.379465947608415	8.260271655315291	8.338855815972927	8.386638080017086	8.350160718528837	8.299795309910305	8.446723885737946
ENSMUSG00000101223.6	NA	ENSMUSG00000101223.6	NA	NA	8.334306100812986	8.099722654073545	8.396138935094939	8.375753135576753	8.217191967092333	8.538339022959772	8.409406169668445
ENSMUSG00000026125.9	Prss39	Prss39	21755	serine protease 39	7.550384546626172	7.397857456800606	7.513128471779956	7.397857456800606	7.397857456800606	7.637492715416951	7.574801141964904
ENSMUSG00000037509.21	Arhgef4	Arhgef4	226970	Rho guanine nucleotide exchange factor 4	9.174134124808079	9.248028845498617	9.203578599904748	9.266573553043242	9.38672250850992	9.3483495645031809	9.311613779839357
ENSMUSG00000104002.2	NA	ENSMUSG00000104002.2	NA	NA	7.8661380981596585	7.986790402315649	7.910796275267784	7.982537519853241	8.006614791506179	7.863505913840764	7.87514403239599
ENSMUSG00000037503.12	Fam168b	Fam168b	214469	family with sequence similarity 168, member B	11.757830988958354	12.01815402025686	11.910724554341446	11.84383534629227	11.950541014216142	11.78751599165368	11.739872901255273
ENSMUSG00000104358.1	NA	ENSMUSG00000104358.1	NA	NA	8.048674365125288	8.099722654073545	7.884727407508558	7.942654790465073	7.880447593799053	7.8871795452056785	7.80539123767687
ENSMUSG00000026123.11	Plekhb2	Plekhb2	226971	pleckstrin homology domain containing, family B (evectins) member 2	12.340034315373417	12.573387356794287	12.327970916447065	12.439838930485429	12.543327358291352	12.338518562080893	12.425288931811492
ENSMUSG00000104417.1	NA	ENSMUSG00000104417.1	NA	NA	7.584620802933771	7.397857456800606	7.513128471779956	7.612618131970887	7.397857456800606	7.583563355273468	7.500058611746718
ENSMUSG00000045216.7	Hs6st1	Hs6st1	50785	heparan sulfate 6-O-sulfotransferase 1	9.0057364092729	9.074001944095324	8.983700033651221	9.04355403086013	8.953600265446292	9.071851468042915	8.88184507819295
ENSMUSG00000102202.1	NA	ENSMUSG00000102202.1	NA	NA	8.02215335480205	8.21792251574323	7.910796275267784	8.04616125576914	7.954251638725052	8.155340405080125	8.039078509520209
ENSMUSG00000037470.14	Uggt1	Uggt1	320011	UDP-glucose glycoprotein glucosyltransferase 1	11.99914451878655	12.250440271596938	12.06474397104609	12.16455097189606	12.18374359841562	11.902933671173287	11.88320038547369
ENSMUSG00000047180.8	Neurl3	Neurl3	214854	neuralized E3 ubiquitin protein ligase 3	10.819710816117478	10.746560081256751	11.00990729721333	10.868280746637652	10.607018761443916	11.08601666964844	11.102576664861264
ENSMUSG00000037447.16	Arid5a	Arid5a	214855	AT-rich interaction domain 5A	12.53695462740906	12.64579022263275	12.383762385625422	12.385552121600842	12.591353747952859	12.655862448028628	12.524697734027955
